content_publishing_house_brid.content_id,content_publishing_house_brid.publishing_house_id,content_publishing_house_brid.content_type_key,content_publishing_house_brid.status
20316,216,1,1
20319,164,1,1
20319,166,1,1
20320,194,1,1
20320,197,1,1
20322,189,1,1
20322,192,1,1
20323,204,1,1
20324,207,1,1
20324,209,1,1
20326,212,1,1
20326,214,1,1
20327,200,1,1
20327,292,1,1
20328,184,1,1
20330,129,1,1
20330,154,1,1
20333,187,1,1
20335,158,1,1
20335,159,1,1
20336,164,1,1
20336,166,1,1
20339,2,1,1
20341,183,1,1
20343,2,1,1
20346,2,1,1
20347,2,1,1
20349,155,1,1
20352,2,1,1
20354,64,1,1
20355,64,1,1
20357,64,1,1
20359,14,1,1
20361,64,1,1
20362,176,1,1
20363,172,1,1
20363,175,1,1
20364,64,1,1
20366,121,1,1
20366,153,1,1
20369,178,1,1
20369,181,1,1
20370,219,1,1
20371,164,1,1
20371,166,1,1
20373,142,1,1
20375,204,1,1
20378,212,1,1
20378,214,1,1
20379,194,1,1
20379,197,1,1
20382,158,1,1
20382,159,1,1
20384,187,1,1
20387,184,1,1
20388,155,1,1
20391,216,1,1
20394,183,1,1
20397,207,1,1
20397,209,1,1
20398,2,1,1
20401,189,1,1
20401,192,1,1
20402,2,1,1
20405,2,1,1
20408,2,1,1
20409,2,1,1
20411,64,1,1
20413,2,1,1
20414,64,1,1
20416,64,1,1
20417,2,1,1
20418,64,1,1
20420,2,1,1
20422,2,1,1
20425,2,1,1
20428,2,1,1
20430,129,1,1
20430,154,1,1
20433,176,1,1
20435,172,1,1
20435,175,1,1
20438,178,1,1
20438,181,1,1
20440,155,1,1
20441,200,1,1
20441,292,1,1
20442,164,1,1
20442,166,1,1
20445,40,1,1
20448,155,1,1
20450,194,1,1
20450,197,1,1
20451,204,1,1
20451,220,1,1
20454,172,1,1
20454,175,1,1
20455,184,1,1
20456,219,1,1
20457,149,1,1
20458,158,1,1
20458,159,1,1
20460,187,1,1
20463,183,1,1
20464,142,1,1
20465,14,1,1
20467,189,1,1
20467,192,1,1
20469,14,1,1
20472,14,1,1
20475,14,1,1
20478,2,1,1
20479,2,1,1
20480,2,1,1
20483,2,1,1
20484,2,1,1
20485,2,1,1
20488,14,1,1
20491,14,1,1
20493,155,1,1
20496,200,1,1
20496,292,1,1
20499,178,1,1
20499,181,1,1
20502,164,1,1
20502,166,1,1
20504,176,1,1
20506,207,1,1
20506,209,1,1
20509,216,1,1
20510,172,1,1
20510,175,1,1
20513,204,1,1
20513,220,1,1
20516,194,1,1
20516,197,1,1
20518,129,1,1
20518,154,1,1
20521,158,1,1
20521,159,1,1
20522,155,1,1
20525,184,1,1
20527,187,1,1
20528,183,1,1
20531,189,1,1
20531,192,1,1
20534,14,1,1
20537,14,1,1
20539,107,1,1
20542,155,1,1
20544,200,1,1
20544,292,1,1
20545,164,1,1
20545,166,1,1
20548,172,1,1
20548,175,1,1
20551,178,1,1
20551,181,1,1
20554,145,1,1
20556,176,1,1
20557,219,1,1
20560,142,1,1
20562,207,1,1
20562,209,1,1
20563,40,1,1
20565,194,1,1
20565,197,1,1
20566,204,1,1
20567,155,1,1
20568,158,1,1
20568,159,1,1
20569,184,1,1
20570,187,1,1
20572,172,1,1
20572,175,1,1
20574,216,1,1
20577,189,1,1
20577,192,1,1
20579,164,1,1
20579,166,1,1
20581,183,1,1
20583,14,1,1
20586,107,1,1
20589,107,1,1
20591,107,1,1
20593,107,1,1
20595,107,1,1
20598,129,1,1
20598,154,1,1
20600,155,1,1
20603,200,1,1
20603,292,1,1
20604,178,1,1
20604,181,1,1
20606,145,1,1
20608,176,1,1
20609,172,1,1
20609,175,1,1
20610,207,1,1
20610,209,1,1
20611,204,1,1
20612,194,1,1
20612,197,1,1
20615,158,1,1
20615,159,1,1
20616,142,1,1
20619,155,1,1
20622,184,1,1
20624,164,1,1
20624,166,1,1
20627,187,1,1
20629,219,1,1
20630,183,1,1
20631,189,1,1
20631,192,1,1
20633,107,1,1
20634,107,1,1
20636,107,1,1
20638,107,1,1
20640,172,1,1
20640,175,1,1
20641,155,1,1
20642,200,1,1
20642,292,1,1
20645,178,1,1
20645,181,1,1
20648,176,1,1
20651,145,1,1
20654,216,1,1
20657,129,1,1
20657,154,1,1
20660,207,1,1
20660,209,1,1
20662,164,1,1
20662,166,1,1
20664,194,1,1
20664,197,1,1
20667,40,1,1
20668,204,1,1
20669,155,1,1
20670,184,1,1
20673,187,1,1
20674,189,1,1
20674,192,1,1
20676,14,1,1
20677,14,1,1
20680,14,1,1
20683,14,1,1
20686,14,1,1
20687,14,1,1
20688,14,1,1
20691,219,1,1
20694,14,1,1
20695,14,1,1
20698,14,1,1
20699,14,1,1
20700,14,1,1
20702,14,1,1
20705,14,1,1
20707,14,1,1
20709,14,1,1
20711,14,1,1
20714,14,1,1
20715,14,1,1
20718,14,1,1
20720,14,1,1
20721,142,1,1
20724,221,1,1
20724,224,1,1
20726,200,1,1
20726,292,1,1
20727,178,1,1
20727,181,1,1
20730,183,1,1
20730,227,1,1
20732,145,1,1
20734,158,1,1
20734,159,1,1
20737,172,1,1
20737,175,1,1
20738,176,1,1
20739,216,1,1
20739,230,1,1
20741,194,1,1
20741,197,1,1
20742,204,1,1
20745,129,1,1
20745,154,1,1
20748,228,1,1
20748,231,1,1
20750,184,1,1
20751,164,1,1
20751,166,1,1
20752,187,1,1
20755,155,1,1
20757,189,1,1
20757,192,1,1
20758,219,1,1
20759,221,1,1
20759,224,1,1
20761,107,1,1
20762,107,1,1
20765,107,1,1
20768,107,1,1
20769,200,1,1
20769,292,1,1
20772,178,1,1
20772,181,1,1
20773,145,1,1
20775,158,1,1
20775,159,1,1
20777,176,1,1
20779,172,1,1
20779,175,1,1
20780,142,1,1
20782,194,1,1
20782,197,1,1
20785,183,1,1
20785,227,1,1
20787,184,1,1
20790,164,1,1
20790,166,1,1
20793,187,1,1
20796,204,1,1
20799,221,1,1
20799,224,1,1
20802,233,1,1
20805,155,1,1
20806,189,1,1
20806,192,1,1
20808,107,1,1
20811,107,1,1
20814,107,1,1
20816,107,1,1
20819,107,1,1
20821,107,1,1
20823,219,1,1
20825,14,1,1
20826,14,1,1
20827,14,1,1
20828,14,1,1
20831,14,1,1
20834,14,1,1
20837,14,1,1
20838,14,1,1
20841,14,1,1
20842,14,1,1
20844,14,1,1
20846,14,1,1
20849,14,1,1
20850,14,1,1
20851,14,1,1
20852,14,1,1
20854,14,1,1
20855,14,1,1
20858,14,1,1
20861,14,1,1
20862,216,1,1
20862,230,1,1
20863,14,1,1
20865,200,1,1
20865,292,1,1
20867,178,1,1
20867,181,1,1
20868,129,1,1
20868,154,1,1
20869,145,1,1
20872,158,1,1
20872,159,1,1
20873,176,1,1
20874,172,1,1
20874,175,1,1
20877,194,1,1
20877,197,1,1
20880,228,1,1
20880,231,1,1
20882,221,1,1
20882,224,1,1
20883,204,1,1
20885,184,1,1
20887,164,1,1
20887,166,1,1
20890,187,1,1
20891,155,1,1
20892,242,1,1
20894,142,1,1
20897,14,1,1
20899,14,1,1
20902,189,1,1
20902,192,1,1
20905,14,1,1
20906,14,1,1
20909,14,1,1
20910,14,1,1
20911,14,1,1
20912,14,1,1
20915,14,1,1
20916,14,1,1
20919,14,1,1
20921,14,1,1
20923,14,1,1
20925,14,1,1
20927,14,1,1
20928,219,1,1
20931,14,1,1
20934,14,1,1
20936,14,1,1
20937,14,1,1
20939,14,1,1
20941,14,1,1
20943,14,1,1
20945,14,1,1
20947,14,1,1
20950,14,1,1
20953,14,1,1
20955,14,1,1
20956,14,1,1
20959,14,1,1
20962,14,1,1
20965,14,1,1
20968,14,1,1
20969,14,1,1
20972,14,1,1
20973,14,1,1
20974,14,1,1
20975,14,1,1
20978,14,1,1
20980,14,1,1
20982,14,1,1
20983,14,1,1
20985,14,1,1
20987,14,1,1
20990,14,1,1
20993,14,1,1
20994,14,1,1
20997,14,1,1
20998,183,1,1
20998,227,1,1
21001,40,1,1
21004,200,1,1
21004,292,1,1
21006,14,1,1
21009,178,1,1
21009,181,1,1
21010,145,1,1
21013,158,1,1
21013,159,1,1
21015,172,1,1
21015,175,1,1
21016,176,1,1
21018,216,1,1
21018,230,1,1
21020,221,1,1
21020,224,1,1
21021,40,1,1
21022,194,1,1
21022,197,1,1
21023,129,1,1
21023,154,1,1
21025,184,1,1
21028,164,1,1
21028,166,1,1
21030,155,1,1
21033,187,1,1
21035,204,1,1
21036,228,1,1
21036,231,1,1
21037,189,1,1
21037,192,1,1
21040,233,1,1
21041,219,1,1
21044,212,1,1
21044,214,1,1
21046,14,1,1
21048,14,1,1
21051,14,1,1
21054,14,1,1
21055,14,1,1
21056,14,1,1
21058,14,1,1
21060,14,1,1
21062,14,1,1
21063,14,1,1
21064,14,1,1
21067,14,1,1
21068,14,1,1
21070,14,1,1
21072,14,1,1
21074,14,1,1
21075,14,1,1
21077,14,1,1
21080,14,1,1
21081,14,1,1
21083,14,1,1
21084,14,1,1
21086,14,1,1
21087,14,1,1
21088,14,1,1
21089,145,1,1
21092,14,1,1
21094,14,1,1
21097,14,1,1
21099,14,1,1
21102,14,1,1
21104,14,1,1
21107,14,1,1
21108,14,1,1
21109,14,1,1
21112,14,1,1
21115,18,1,1
21116,18,1,1
21119,178,1,1
21119,181,1,1
21121,164,1,1
21121,166,1,1
21123,242,1,1
21124,176,1,1
21125,233,1,1
21127,189,1,1
21127,192,1,1
21129,204,1,1
21132,142,1,1
21133,187,1,1
21134,200,1,1
21134,292,1,1
21135,194,1,1
21135,197,1,1
21137,228,1,1
21137,231,1,1
21140,183,1,1
21140,227,1,1
21142,155,1,1
21145,129,1,1
21145,154,1,1
21146,221,1,1
21146,224,1,1
21149,172,1,1
21149,175,1,1
21152,107,1,1
21153,107,1,1
21155,107,1,1
21158,107,1,1
21161,40,1,1
21164,40,1,1
21165,107,1,1
21167,40,1,1
21168,40,1,1
21170,40,1,1
21172,40,1,1
21174,40,1,1
21176,12,1,1
21177,40,1,1
21178,40,1,1
21179,40,1,1
21180,40,1,1
21183,40,1,1
21184,14,1,1
21187,212,1,1
21187,214,1,1
21190,184,1,1
21193,158,1,1
21193,159,1,1
21196,145,1,1
21199,219,1,1
21200,216,1,1
21200,230,1,1
21201,178,1,1
21201,181,1,1
21203,164,1,1
21203,166,1,1
21204,176,1,1
21207,233,1,1
21209,242,1,1
21211,187,1,1
21214,200,1,1
21214,292,1,1
21217,194,1,1
21217,197,1,1
21220,183,1,1
21220,227,1,1
21223,228,1,1
21223,231,1,1
21225,189,1,1
21225,192,1,1
21228,129,1,1
21228,154,1,1
21229,221,1,1
21229,224,1,1
21232,172,1,1
21232,175,1,1
21233,107,1,1
21236,107,1,1
21237,107,1,1
21239,14,1,1
21241,14,1,1
21242,14,1,1
21244,14,1,1
21245,14,1,1
21247,14,1,1
21248,14,1,1
21251,14,1,1
21254,14,1,1
21255,14,1,1
21256,14,1,1
21259,18,1,1
21262,184,1,1
21264,204,1,1
21266,212,1,1
21266,214,1,1
21269,142,1,1
21271,158,1,1
21271,159,1,1
21273,219,1,1
21276,145,1,1
21277,216,1,1
21277,230,1,1
21278,178,1,1
21278,181,1,1
21279,164,1,1
21279,166,1,1
21281,233,1,1
21282,176,1,1
21283,228,1,1
21283,231,1,1
21286,183,1,1
21286,227,1,1
21287,204,1,1
21289,189,1,1
21289,192,1,1
21290,194,1,1
21290,197,1,1
21293,200,1,1
21293,292,1,1
21295,245,1,1
21295,252,1,1
21298,129,1,1
21298,154,1,1
21299,221,1,1
21299,224,1,1
21302,18,1,1
21305,18,1,1
21306,18,1,1
21308,18,1,1
21309,18,1,1
21310,18,1,1
21311,18,1,1
21314,18,1,1
21317,172,1,1
21317,175,1,1
21320,18,1,1
21321,18,1,1
21322,14,1,1
21324,18,1,1
21325,18,1,1
21327,18,1,1
21329,18,1,1
21331,18,1,1
21332,18,1,1
21334,18,1,1
21335,18,1,1
21336,18,1,1
21337,184,1,1
21339,242,1,1
21340,158,1,1
21340,159,1,1
21343,145,1,1
21345,178,1,1
21345,181,1,1
21348,164,1,1
21348,166,1,1
21349,216,1,1
21349,230,1,1
21351,219,1,1
21353,142,1,1
21354,212,1,1
21354,214,1,1
21355,233,1,1
21357,176,1,1
21359,183,1,1
21359,227,1,1
21361,194,1,1
21361,197,1,1
21363,200,1,1
21363,292,1,1
21366,228,1,1
21366,231,1,1
21367,189,1,1
21367,192,1,1
21368,245,1,1
21368,252,1,1
21371,129,1,1
21371,154,1,1
21373,221,1,1
21373,224,1,1
21375,107,1,1
21378,18,1,1
21380,18,1,1
21383,18,1,1
21386,18,1,1
21387,18,1,1
21389,172,1,1
21389,175,1,1
21392,18,1,1
21393,18,1,1
21394,18,1,1
21397,18,1,1
21399,18,1,1
21401,18,1,1
21402,18,1,1
21403,18,1,1
21406,18,1,1
21409,18,1,1
21411,18,1,1
21413,184,1,1
21416,158,1,1
21416,159,1,1
21417,204,1,1
21420,145,1,1
21422,216,1,1
21422,230,1,1
21423,219,1,1
21426,164,1,1
21426,166,1,1
21428,178,1,1
21428,181,1,1
21431,183,1,1
21431,227,1,1
21433,129,1,1
21433,154,1,1
21434,221,1,1
21434,224,1,1
21436,183,1,1
21436,227,1,1
21437,158,1,1
21437,159,1,1
21438,142,1,1
21440,243,1,1
21440,469,1,1
21441,243,1,1
21441,469,1,1
21444,178,1,1
21444,181,1,1
21447,216,1,1
21447,230,1,1
21450,228,1,1
21450,231,1,1
21452,228,1,1
21452,231,1,1
21455,221,1,1
21455,224,1,1
21457,194,1,1
21457,197,1,1
21460,242,1,1
21461,212,1,1
21461,214,1,1
21463,245,1,1
21463,252,1,1
21466,172,1,1
21466,175,1,1
21469,164,1,1
21469,166,1,1
21470,255,1,1
21470,257,1,1
21472,200,1,1
21472,292,1,1
21477,189,1,1
21477,192,1,1
21480,245,1,1
21480,252,1,1
21483,189,1,1
21483,192,1,1
21485,145,1,1
21488,245,1,1
21488,252,1,1
21489,184,1,1
21490,219,1,1
21491,176,1,1
21492,233,1,1
21494,212,1,1
21494,214,1,1
21496,189,1,1
21496,192,1,1
21497,129,1,1
21497,154,1,1
21498,255,1,1
21498,257,1,1
21499,107,1,1
21502,18,1,1
21505,18,1,1
21507,18,1,1
21508,200,1,1
21508,292,1,1
21509,18,1,1
21510,18,1,1
21512,18,1,1
21514,158,1,1
21514,159,1,1
21516,172,1,1
21516,175,1,1
21517,145,1,1
21519,216,1,1
21519,230,1,1
21520,164,1,1
21520,166,1,1
21523,242,1,1
21527,219,1,1
21528,184,1,1
21529,228,1,1
21529,231,1,1
21530,233,1,1
21532,176,1,1
21535,183,1,1
21535,227,1,1
21538,243,1,1
21538,469,1,1
21540,178,1,1
21540,181,1,1
21541,142,1,1
21543,40,1,1
21546,212,1,1
21546,214,1,1
21548,194,1,1
21548,197,1,1
21551,221,1,1
21551,224,1,1
21554,189,1,1
21554,192,1,1
21557,245,1,1
21557,252,1,1
21558,107,1,1
21561,255,1,1
21561,257,1,1
21563,107,1,1
21565,200,1,1
21565,292,1,1
21568,107,1,1
21571,107,1,1
21573,107,1,1
21574,107,1,1
21577,107,1,1
21580,107,1,1
21583,107,1,1
21586,107,1,1
21588,18,1,1
21589,18,1,1
21590,18,1,1
21591,18,1,1
21594,172,1,1
21594,175,1,1
21596,158,1,1
21596,159,1,1
21599,145,1,1
21602,40,1,1
21603,216,1,1
21603,230,1,1
21604,219,1,1
21605,228,1,1
21605,231,1,1
21606,184,1,1
21608,176,1,1
21611,233,1,1
21614,243,1,1
21614,469,1,1
21617,212,1,1
21617,214,1,1
21619,194,1,1
21619,197,1,1
21622,221,1,1
21622,224,1,1
21625,242,1,1
21626,183,1,1
21626,227,1,1
21627,189,1,1
21627,192,1,1
21628,245,1,1
21628,252,1,1
21630,142,1,1
21631,255,1,1
21631,257,1,1
21633,14,1,1
21636,14,1,1
21637,18,1,1
21640,18,1,1
21643,200,1,1
21643,292,1,1
21645,18,1,1
21647,18,1,1
21650,14,1,1
21652,18,1,1
21654,18,1,1
21655,18,1,1
21658,18,1,1
21661,18,1,1
21662,18,1,1
21664,18,1,1
21665,158,1,1
21665,159,1,1
21667,172,1,1
21667,175,1,1
21669,178,1,1
21669,181,1,1
21671,216,1,1
21671,230,1,1
21673,164,1,1
21673,166,1,1
21675,219,1,1
21676,184,1,1
21679,228,1,1
21679,231,1,1
21681,176,1,1
21684,233,1,1
21687,204,1,1
21690,243,1,1
21690,469,1,1
21691,212,1,1
21691,214,1,1
21694,194,1,1
21694,197,1,1
21696,245,1,1
21696,252,1,1
21698,258,1,1
21698,259,1,1
21701,183,1,1
21701,227,1,1
21703,189,1,1
21703,192,1,1
21705,255,1,1
21705,257,1,1
21708,14,1,1
21709,228,1,1
21709,231,1,1
21712,14,1,1
21713,14,1,1
21716,107,1,1
21719,14,1,1
21720,18,1,1
21723,200,1,1
21723,292,1,1
21725,14,1,1
21726,14,1,1
21727,18,1,1
21729,14,1,1
21732,18,1,1
21734,14,1,1
21735,18,1,1
21738,14,1,1
21740,18,1,1
21743,18,1,1
21746,14,1,1
21747,158,1,1
21747,159,1,1
21748,233,1,1
21751,172,1,1
21751,175,1,1
21752,40,1,1
1187,40,3,1
1190,20,3,1
1190,40,3,1
1193,20,3,1
1193,40,3,1
1196,20,3,1
1196,40,3,1
1199,20,3,1
1199,40,3,1
1202,20,3,1
1202,40,3,1
1205,20,3,1
1205,40,3,1
1208,20,3,1
1208,40,3,1
1211,20,3,1
1211,40,3,1
1214,20,3,1
1214,40,3,1
1217,20,3,1
1217,40,3,1
1220,20,3,1
1220,40,3,1
1223,20,3,1
1223,40,3,1
1226,20,3,1
1226,40,3,1
1229,20,3,1
1229,40,3,1
1232,20,3,1
1232,40,3,1
1235,20,3,1
1235,40,3,1
1238,20,3,1
1238,40,3,1
1241,20,3,1
1241,40,3,1
1244,20,3,1
1244,40,3,1
1247,20,3,1
1247,40,3,1
1250,20,3,1
1250,40,3,1
1253,20,3,1
1253,40,3,1
1256,20,3,1
1256,40,3,1
1259,20,3,1
1259,40,3,1
1262,20,3,1
1262,40,3,1
1265,20,3,1
1265,40,3,1
1268,20,3,1
1268,40,3,1
1269,38,1,1
1271,20,3,1
1271,40,3,1
1274,20,3,1
1274,40,3,1
1277,20,3,1
1277,38,1,1
1277,40,3,1
1280,20,3,1
1280,40,3,1
1283,20,3,1
1283,40,3,1
1286,20,3,1
1286,40,3,1
1289,20,3,1
1289,40,3,1
1292,20,3,1
1292,40,3,1
1295,20,3,1
1295,40,3,1
1298,20,3,1
1298,40,3,1
1301,20,3,1
1301,40,3,1
1304,20,3,1
1304,40,3,1
1307,20,3,1
1307,40,3,1
1310,20,3,1
1310,40,3,1
1313,20,3,1
1313,40,3,1
1316,20,3,1
1316,40,3,1
1319,20,3,1
1319,40,3,1
1322,20,3,1
1322,40,3,1
1325,20,3,1
1325,40,3,1
1328,20,3,1
1328,40,3,1
1331,20,3,1
1331,40,3,1
1334,20,3,1
1334,40,3,1
1337,20,3,1
1337,40,3,1
1340,20,3,1
1340,40,3,1
1343,20,3,1
1343,40,3,1
1345,10,1,1
1346,20,3,1
1346,40,3,1
1349,20,3,1
1349,40,3,1
1352,20,3,1
1352,40,3,1
1355,20,3,1
1355,40,3,1
1357,40,1,1
1358,20,3,1
1358,40,3,1
1361,20,3,1
1361,40,3,1
1361,108,1,1
1364,20,3,1
1364,40,3,1
1365,108,1,1
1367,20,3,1
1367,40,3,1
1368,108,1,1
1370,20,3,1
1370,40,3,1
1370,108,1,1
1373,20,3,1
1373,40,3,1
1376,20,3,1
1376,40,3,1
1379,20,3,1
1379,40,3,1
1382,20,3,1
1382,40,3,1
1384,108,1,1
1385,20,3,1
1385,40,3,1
1385,108,1,1
1388,20,3,1
1388,40,3,1
1388,108,1,1
1389,108,1,1
1391,20,3,1
1391,40,3,1
1393,108,1,1
1394,20,3,1
1394,40,3,1
1397,20,3,1
1397,40,3,1
1398,108,1,1
1400,20,3,1
1400,40,3,1
1403,20,3,1
1403,40,3,1
1403,108,1,1
1406,20,3,1
1406,40,3,1
1409,20,3,1
1409,40,3,1
1412,20,3,1
1412,40,3,1
1412,108,1,1
1415,20,3,1
1415,40,3,1
1415,108,1,1
1417,108,1,1
1418,20,3,1
1418,40,3,1
1420,108,1,1
1421,20,3,1
1421,40,3,1
1424,20,3,1
1424,40,3,1
1427,20,3,1
1427,40,3,1
1430,20,3,1
1430,40,3,1
1433,20,3,1
1433,40,3,1
1436,20,3,1
1436,40,3,1
1439,20,3,1
1439,40,3,1
1442,20,3,1
1442,40,3,1
1445,20,3,1
1445,40,3,1
1448,20,3,1
1448,40,3,1
1449,108,1,1
1451,20,3,1
1451,40,3,1
1454,20,3,1
1454,40,3,1
1457,20,3,1
1457,40,3,1
1460,20,3,1
1460,40,3,1
1463,20,3,1
1463,40,3,1
1465,108,1,1
1466,20,3,1
1466,40,3,1
1469,20,3,1
1469,40,3,1
1472,20,3,1
1472,40,3,1
1475,20,3,1
1475,40,3,1
1477,108,1,1
1478,20,3,1
1478,40,3,1
1479,108,1,1
1481,20,3,1
1481,40,3,1
1484,20,3,1
1484,40,3,1
1485,10,1,1
1487,20,3,1
1487,40,3,1
1490,20,3,1
1490,29,1,1
1490,40,3,1
1493,20,3,1
1493,40,3,1
1494,12,1,1
1496,20,3,1
1496,40,3,1
1497,12,1,1
1499,20,3,1
1499,40,3,1
1500,32,1,1
1502,20,3,1
1502,40,3,1
1503,40,1,1
1505,20,3,1
1505,40,3,1
1506,12,1,1
1508,12,1,1
1508,40,3,1
1508,1025,3,1
1509,12,1,1
1511,12,1,1
1511,40,3,1
1511,1025,3,1
1512,12,1,1
1513,12,1,1
1514,40,3,1
1514,1025,3,1
1516,12,1,1
1517,40,3,1
1517,1025,3,1
1518,29,1,1
1519,29,1,1
1520,40,3,1
1520,1025,3,1
1521,12,1,1
1522,12,1,1
1523,40,3,1
1523,1025,3,1
1525,12,1,1
1526,40,3,1
1526,1025,3,1
1527,12,1,1
1529,40,3,1
1529,1025,3,1
1530,12,1,1
1531,12,1,1
1532,40,3,1
1532,1025,3,1
1533,12,1,1
1535,40,3,1
1535,1025,3,1
1536,38,1,1
1538,40,3,1
1538,1025,3,1
1541,40,3,1
1541,1025,3,1
1544,40,3,1
1544,1025,3,1
1545,38,1,1
1547,40,3,1
1547,1025,3,1
1548,46,1,1
1550,40,3,1
1550,1025,3,1
1551,58,1,1
1552,58,1,1
1553,40,3,1
1553,1025,3,1
1554,29,1,1
1556,40,3,1
1556,1025,3,1
1557,12,1,1
1559,40,3,1
1559,1025,3,1
1560,58,1,1
1562,40,3,1
1562,1025,3,1
1563,12,1,1
1565,40,3,1
1565,1025,3,1
1566,43,1,1
1568,40,3,1
1568,1025,3,1
1571,40,3,1
1571,1025,3,1
1572,12,1,1
1574,40,3,1
1574,1025,3,1
1575,47,1,1
1577,40,3,1
1577,1025,3,1
1579,108,1,1
1580,40,3,1
1580,1025,3,1
1582,12,1,1
1583,40,3,1
1583,1025,3,1
1586,40,3,1
1586,1025,3,1
1589,40,3,1
1589,1025,3,1
1592,40,3,1
1592,1025,3,1
1593,14,1,1
1594,14,1,1
1595,14,1,1
1595,40,3,1
1595,1025,3,1
1596,14,1,1
1598,40,3,1
1598,1025,3,1
1599,14,1,1
1601,40,3,1
1601,1025,3,1
1604,40,3,1
1604,1025,3,1
1605,14,1,1
1607,40,3,1
1607,1025,3,1
1608,14,1,1
1610,40,3,1
1610,1025,3,1
1611,14,1,1
1613,40,3,1
1613,1025,3,1
1614,14,1,1
1616,14,1,1
1616,40,3,1
1616,1025,3,1
1618,14,1,1
1619,40,3,1
1619,1025,3,1
1621,14,1,1
1622,40,3,1
1622,1025,3,1
1624,14,1,1
1625,40,3,1
1625,1025,3,1
1626,14,1,1
1628,40,3,1
1628,1025,3,1
1629,14,1,1
1631,40,3,1
1631,1025,3,1
1632,14,1,1
1633,14,1,1
1634,40,3,1
1634,1025,3,1
1636,14,1,1
1637,40,3,1
1637,1025,3,1
1638,14,1,1
1640,40,3,1
1640,1025,3,1
1641,14,1,1
1643,14,1,1
1643,40,3,1
1643,1025,3,1
1644,14,1,1
1645,14,1,1
1646,40,3,1
1646,1025,3,1
1648,12,1,1
1649,40,3,1
1649,1025,3,1
1650,12,1,1
1652,40,3,1
1652,1025,3,1
1653,12,1,1
1655,40,3,1
1655,1025,3,1
1656,12,1,1
1657,12,1,1
1658,12,1,1
1658,40,3,1
1658,1025,3,1
1660,12,1,1
1661,40,3,1
1661,1025,3,1
1663,10,1,1
1664,40,3,1
1664,1025,3,1
1666,12,1,1
1667,12,1,1
1667,40,3,1
1667,1025,3,1
1670,40,3,1
1670,1025,3,1
1673,40,3,1
1673,1025,3,1
1674,14,1,1
1676,14,1,1
1676,40,3,1
1676,1025,3,1
1677,14,1,1
1679,14,1,1
1679,40,3,1
1679,1025,3,1
1682,14,1,1
1682,40,3,1
1682,1025,3,1
1685,40,3,1
1685,1025,3,1
1688,40,3,1
1688,1025,3,1
1691,35,1,1
1691,40,3,1
1691,1025,3,1
1692,35,1,1
1694,40,3,1
1694,1025,3,1
1695,32,1,1
1697,40,3,1
1697,1025,3,1
1698,32,1,1
1700,40,3,1
1700,1025,3,1
1701,32,1,1
1702,35,1,1
1703,32,1,1
1703,40,3,1
1703,1025,3,1
1704,32,1,1
1706,40,3,1
1706,1025,3,1
1707,32,1,1
1709,40,3,1
1709,1025,3,1
1710,35,1,1
1712,40,3,1
1712,1025,3,1
1713,35,1,1
1715,32,1,1
1715,40,3,1
1715,1025,3,1
1717,32,1,1
1718,40,3,1
1718,1025,3,1
1720,35,1,1
1721,40,3,1
1721,1025,3,1
1724,40,3,1
1724,1025,3,1
1725,32,1,1
1727,14,1,1
1727,40,3,1
1727,1025,3,1
1730,40,3,1
1730,1025,3,1
1733,40,3,1
1733,1025,3,1
1736,14,1,1
1736,40,3,1
1736,1025,3,1
1739,14,1,1
1739,40,3,1
1739,1025,3,1
1742,14,1,1
1742,40,3,1
1742,1025,3,1
1745,14,1,1
1745,40,3,1
1745,1025,3,1
1748,14,1,1
1748,40,3,1
1748,1025,3,1
1751,40,3,1
1751,1025,3,1
1754,14,1,1
1754,40,3,1
1754,1025,3,1
1756,14,1,1
1757,14,1,1
1757,40,3,1
1757,1025,3,1
1760,40,3,1
1760,1025,3,1
1763,25,3,1
1763,40,3,1
1766,14,1,1
1768,14,1,1
1771,14,1,1
1774,14,1,1
1777,14,1,1
1783,14,1,1
1784,14,1,1
1790,14,1,1
1791,14,1,1
1803,14,1,1
1806,14,1,1
1811,14,1,1
1812,14,1,1
1815,14,1,1
1816,14,1,1
1818,14,1,1
1819,14,1,1
1822,14,1,1
1824,14,1,1
1829,14,1,1
1830,14,1,1
1832,14,1,1
1836,14,1,1
1839,14,1,1
1845,14,1,1
1848,14,1,1
1851,14,1,1
1854,14,1,1
1855,14,1,1
1858,14,1,1
1861,14,1,1
1864,14,1,1
1869,14,1,1
1872,14,1,1
1875,14,1,1
1878,14,1,1
1880,14,1,1
1883,14,1,1
1885,14,1,1
1887,14,1,1
1888,14,1,1
1891,14,1,1
1894,14,1,1
1897,14,1,1
1898,14,1,1
1900,14,1,1
1903,14,1,1
1906,14,1,1
1921,14,1,1
1921,40,1,1
1922,14,1,1
1922,40,1,1
1925,12,1,1
1927,14,1,1
1928,14,1,1
1931,14,1,1
1996,14,1,1
1999,14,1,1
2001,14,1,1
2002,14,1,1
2005,14,1,1
2007,14,1,1
2009,14,1,1
2010,14,1,1
2011,14,1,1
2013,14,1,1
2015,14,1,1
2017,14,1,1
2020,14,1,1
2023,14,1,1
2024,14,1,1
2026,14,1,1
2029,14,1,1
2031,14,1,1
2034,14,1,1
2035,14,1,1
2038,14,1,1
2041,14,1,1
